#,HEAD OF ACCOUNT,HEAD DESCRIPTION,Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Area,ACTUALS 2016-17,BUDGET 2017-18,REVISED 2017-18,BUDGET 2018-19
209,0071-01-101-0000-000-00-00-SA,Contribution and Recoveries Towards Pensions and Other Retirement Benifits$Civil$Subscription and Contribution$NULL$NULL$NULL$NULL,Contribution and Recoveries Towards Pensions and Other Retirement Benifits,Civil,Subscription and Contribution,NULL,NULL,NULL,NULL,Special Area,12.13,268.78,13.46,14.95
210,0075-00-101-0000-000-00-00-GA,Miscellaneous General Services$NULL$Unclaimed Deposit$NULL$NULL$NULL$NULL,Miscellaneous General Services,NULL,Unclaimed Deposit,NULL,NULL,NULL,NULL,General Area,0.1,91.38,0.11,0.12
211,0075-00-101-0000-000-00-00-SA,Miscellaneous General Services$NULL$Unclaimed Deposit$NULL$NULL$NULL$NULL,Miscellaneous General Services,NULL,Unclaimed Deposit,NULL,NULL,NULL,NULL,Special Area,0.0,0.08,0.0,0.0
212,0075-00-800-0000-000-00-00-GA,Miscellaneous General Services$NULL$Other Receipts$NULL$NULL$NULL$NULL,Miscellaneous General Services,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,4.06,544.95,4.51,5.0
213,0202-01-101-0000-000-00-00-GA,"Education, Sports, Art & Culture$General Education$Elementary Education$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,Elementary Education,NULL,NULL,NULL,NULL,General Area,102.99,254.03,114.32,126.89
214,0202-01-101-0000-000-00-00-SA,"Education, Sports, Art & Culture$General Education$Elementary Education$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,Elementary Education,NULL,NULL,NULL,NULL,Special Area,0.48,0.41,0.53,0.59
215,0202-01-102-0000-000-00-00-GA,"Education, Sports, Art & Culture$General Education$Secondary Education$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,Secondary Education,NULL,NULL,NULL,NULL,General Area,194.27,378.47,215.64,239.36
216,0202-01-102-0000-000-00-00-SA,"Education, Sports, Art & Culture$General Education$Secondary Education$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,Secondary Education,NULL,NULL,NULL,NULL,Special Area,0.07,0.28,0.08,0.09
217,0202-01-103-0000-000-00-00-GA,"Education, Sports, Art & Culture$General Education$University and Higher Education$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,University and Higher Education,NULL,NULL,NULL,NULL,General Area,924.55,1233.54,1026.25,1139.14
218,0202-01-103-0000-000-00-00-SA,"Education, Sports, Art & Culture$General Education$University and Higher Education$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,University and Higher Education,NULL,NULL,NULL,NULL,Special Area,20.32,42.4,22.56,25.04
219,0202-01-104-0000-000-00-00-GA,"Education, Sports, Art & Culture$General Education$Adult Education$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,Adult Education,NULL,NULL,NULL,NULL,General Area,0.11,0.13,0.12,0.14
220,0202-01-105-0000-000-00-00-GA,"Education, Sports, Art & Culture$General Education$Language Development$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,Language Development,NULL,NULL,NULL,NULL,General Area,0.0,0.01,0.01,0.01
221,0202-01-600-0000-000-00-00-GA,"Education, Sports, Art & Culture$General Education$General$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,General,NULL,NULL,NULL,NULL,General Area,9.88,0.17,10.97,12.17
222,0202-01-600-0000-000-00-00-SA,"Education, Sports, Art & Culture$General Education$General$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",General Education,General,NULL,NULL,NULL,NULL,Special Area,0.0,0.45,0.0,0.0
223,0202-02-101-0000-000-00-00-GA,"Education, Sports, Art & Culture$Technical Education$Tutions And Other Fees$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Technical Education,Tutions And Other Fees,NULL,NULL,NULL,NULL,General Area,98.41,178.88,109.24,121.25
224,0202-02-101-0000-000-00-00-SA,"Education, Sports, Art & Culture$Technical Education$Tutions And Other Fees$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Technical Education,Tutions And Other Fees,NULL,NULL,NULL,NULL,Special Area,1.88,7.45,2.09,2.32
225,0202-02-800-0000-000-00-00-GA,"Education, Sports, Art & Culture$Technical Education$Other Receipts$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Technical Education,Other Receipts,NULL,NULL,NULL,NULL,General Area,132.7,263.03,147.3,163.5
226,0202-02-800-0000-000-00-00-SA,"Education, Sports, Art & Culture$Technical Education$Other Receipts$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Technical Education,Other Receipts,NULL,NULL,NULL,NULL,Special Area,29.5,0.45,32.75,36.35
227,0202-03-101-0000-000-00-00-GA,"Education, Sports, Art & Culture$Sports and Youth Services$Physical Education$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Sports and Youth Services,Physical Education,NULL,NULL,NULL,NULL,General Area,0.0,0.01,0.01,0.0
228,0202-03-800-0000-000-00-00-GA,"Education, Sports, Art & Culture$Sports and Youth Services$Other Receipts$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Sports and Youth Services,Other Receipts,NULL,NULL,NULL,NULL,General Area,1.25,1.04,1.39,1.54
229,0202-03-800-0000-000-00-00-SA,"Education, Sports, Art & Culture$Sports and Youth Services$Other Receipts$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Sports and Youth Services,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,0.01,0.0,0.0
230,0202-04-101-0000-000-00-00-GA,"Education, Sports, Art & Culture$Art and Culture$Archives And Museums$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Art and Culture,Archives And Museums,NULL,NULL,NULL,NULL,General Area,0.0,0.03,0.0,0.0
231,0202-04-102-0000-000-00-00-GA,"Education, Sports, Art & Culture$Art and Culture$Public Libraries$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Art and Culture,Public Libraries,NULL,NULL,NULL,NULL,General Area,7.67,11.07,8.51,9.45
232,0202-04-800-0000-000-00-00-GA,"Education, Sports, Art & Culture$Art and Culture$Other Receipts$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Art and Culture,Other Receipts,NULL,NULL,NULL,NULL,General Area,55.05,84.44,61.11,67.83
233,0202-04-800-0000-000-00-00-SA,"Education, Sports, Art & Culture$Art and Culture$Other Receipts$NULL$NULL$NULL$NULL","Education, Sports, Art & Culture",Art and Culture,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.02,0.42,0.02,0.02
234,0210-01-020-0000-000-00-00-GA,Medical and Public Health$Urban Health Service$Receipts from Patients for Hospital and Dispensary Services$NULL$NULL$NULL$NULL,Medical and Public Health,Urban Health Service,Receipts from Patients for Hospital and Dispensary Services,NULL,NULL,NULL,NULL,General Area,0.82,0.58,0.91,1.01
235,0210-01-101-0000-000-00-00-GA,Medical and Public Health$Urban Health Service$Receipts from Employess State Insurance Scheme$NULL$NULL$NULL$NULL,Medical and Public Health,Urban Health Service,Receipts from Employess State Insurance Scheme,NULL,NULL,NULL,NULL,General Area,499.23,1169.7,554.15,615.1
236,0210-01-104-0000-000-00-00-GA,Medical and Public Health$Urban Health Service$Medical Stores Depots$NULL$NULL$NULL$NULL,Medical and Public Health,Urban Health Service,Medical Stores Depots,NULL,NULL,NULL,NULL,General Area,0.09,0.49,0.1,0.11
237,0210-01-107-0000-000-00-00-GA,Medical and Public Health$Urban Health Service$Receipts from Drug Manufacture$NULL$NULL$NULL$NULL,Medical and Public Health,Urban Health Service,Receipts from Drug Manufacture,NULL,NULL,NULL,NULL,General Area,5.04,5.1,5.59,6.21
238,0210-01-800-0000-000-00-00-GA,Medical and Public Health$Urban Health Service$Other Receipts$NULL$NULL$NULL$NULL,Medical and Public Health,Urban Health Service,Other Receipts,NULL,NULL,NULL,NULL,General Area,48.73,128.2,54.09,60.04
239,0210-01-800-0000-000-00-00-SA,Medical and Public Health$Urban Health Service$Other Receipts$NULL$NULL$NULL$NULL,Medical and Public Health,Urban Health Service,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.12,1.65,0.13,0.15
240,0210-02-101-0000-000-00-00-GA,Medical and Public Health$Rural Health Services$Receipts/Contributions from Patients & Others$NULL$NULL$NULL$NULL,Medical and Public Health,Rural Health Services,Receipts/Contributions from Patients & Others,NULL,NULL,NULL,NULL,General Area,0.87,0.03,0.97,1.07
241,0210-02-800-0000-000-00-00-GA,Medical and Public Health$Rural Health Services$Other Receipts$NULL$NULL$NULL$NULL,Medical and Public Health,Rural Health Services,Other Receipts,NULL,NULL,NULL,NULL,General Area,13.9,0.34,15.43,17.13
242,0210-03-101-0000-000-00-00-GA,Medical and Public Health$Medical Education Training & Research$Ayurveda$NULL$NULL$NULL$NULL,Medical and Public Health,Medical Education Training & Research,Ayurveda,NULL,NULL,NULL,NULL,General Area,1.76,0.0,1.95,2.17
243,0210-03-104-0000-000-00-00-GA,Medical and Public Health$Medical Education Training & Research$Siddha$Null$Null$NULL$NULL,Medical and Public Health,Medical Education Training & Research,Siddha,Null,Null,NULL,NULL,General Area,0.06,0.0,0.0,0.0
244,0210-03-105-0000-000-00-00-GA,Medical and Public Health$Medical Education Training & Research$Allopathy$NULL$NULL$NULL$NULL,Medical and Public Health,Medical Education Training & Research,Allopathy,NULL,NULL,NULL,NULL,General Area,0.74,5.53,0.82,0.91
245,0210-03-105-0000-000-00-00-SA,Medical and Public Health$Medical Education Training & Research$Allopathy$NULL$NULL$NULL$NULL,Medical and Public Health,Medical Education Training & Research,Allopathy,NULL,NULL,NULL,NULL,Special Area,0.01,0.01,0.01,0.01
246,0210-03-200-0000-000-00-00-GA,Medical and Public Health$Medical Education Training & Research$Other Systems$NULL$NULL$NULL$NULL,Medical and Public Health,Medical Education Training & Research,Other Systems,NULL,NULL,NULL,NULL,General Area,2.04,6.24,2.26,2.51
247,0210-03-200-0000-000-00-00-SA,Medical and Public Health$Medical Education Training & Research$Other Systems$NULL$NULL$NULL$NULL,Medical and Public Health,Medical Education Training & Research,Other Systems,NULL,NULL,NULL,NULL,Special Area,0.14,0.61,0.16,0.17
248,0210-04-102-0000-000-00-00-GA,Medical and Public Health$Public Health$Sale of SERA/Vaccine$NULL$NULL$NULL$NULL,Medical and Public Health,Public Health,Sale of SERA/Vaccine,NULL,NULL,NULL,NULL,General Area,4.48,0.57,4.97,5.52
249,0210-04-104-0000-000-00-00-GA,Medical and Public Health$Public Health$Fees and Fines Etc.$NULL$NULL$NULL$NULL,Medical and Public Health,Public Health,Fees and Fines Etc.,NULL,NULL,NULL,NULL,General Area,215.36,214.46,239.05,265.35
250,0210-04-104-0000-000-00-00-SA,Medical and Public Health$Public Health$Fees and Fines Etc.$NULL$NULL$NULL$NULL,Medical and Public Health,Public Health,Fees and Fines Etc.,NULL,NULL,NULL,NULL,Special Area,2.05,0.71,2.28,2.53
251,0210-04-105-0000-000-00-00-GA,Medical and Public Health$Public Health$Receipts from Public Health Laboratories$NULL$NULL$NULL$NULL,Medical and Public Health,Public Health,Receipts from Public Health Laboratories,NULL,NULL,NULL,NULL,General Area,298.16,361.97,330.96,367.36
252,0210-04-105-0000-000-00-00-SA,Medical and Public Health$Public Health$Receipts from Public Health Laboratories$NULL$NULL$NULL$NULL,Medical and Public Health,Public Health,Receipts from Public Health Laboratories,NULL,NULL,NULL,NULL,Special Area,1.89,1.98,2.1,2.33
253,0210-04-501-0000-000-00-00-SA,Medical and Public Health$Public Health$Services and Service Fees$NULL$NULL$NULL$NULL,Medical and Public Health,Public Health,Services and Service Fees,NULL,NULL,NULL,NULL,Special Area,0.06,0.2,0.07,0.07
254,0210-04-501-0000-000-00-00-GA,Medical and Public Health$Public Health$Services and Service Fees$NULL$NULL$NULL$NULL,Medical and Public Health,Public Health,Services and Service Fees,NULL,NULL,NULL,NULL,General Area,0.0,0.15,0.0,0.0
255,0210-04-800-0000-000-00-00-GA,Medical and Public Health$Public Health$Other Receipts$NULL$NULL$NULL$NULL,Medical and Public Health,Public Health,Other Receipts,NULL,NULL,NULL,NULL,General Area,125.56,143.05,139.37,154.7
256,0210-04-800-0000-000-00-00-SA,Medical and Public Health$Public Health$Other Receipts$NULL$NULL$NULL$NULL,Medical and Public Health,Public Health,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,0.01,0.0,0.0
257,0210-80-800-0000-000-00-00-GA,Medical and Public Health$General$Other Receipts$NULL$NULL$NULL$NULL,Medical and Public Health,General,Other Receipts,NULL,NULL,NULL,NULL,General Area,11.54,4.03,12.81,14.22
258,0211-00-800-0000-000-00-00-GA,Family Welfare$NULL$Other Receipts$NULL$NULL$NULL$NULL,Family Welfare,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,0.0,0.12,0.0,0.0
259,0211-00-800-0000-000-00-00-SA,Family Welfare$NULL$Other Receipts$NULL$NULL$NULL$NULL,Family Welfare,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,0.08,0.0,0.0
260,0215-01-102-0000-000-00-00-GA,Water Supply and Sanitation$Water Supply$Receipts from Rural Water Supply Scheme$NULL$NULL$NULL$NULL,Water Supply and Sanitation,Water Supply,Receipts from Rural Water Supply Scheme,NULL,NULL,NULL,NULL,General Area,0.65,54.54,0.72,0.8
261,0215-01-102-0000-000-00-00-SA,Water Supply and Sanitation$Water Supply$Receipts from Rural Water Supply Scheme$NULL$NULL$NULL$NULL,Water Supply and Sanitation,Water Supply,Receipts from Rural Water Supply Scheme,NULL,NULL,NULL,NULL,Special Area,0.0,0.03,0.0,0.0
262,0215-01-103-0000-000-00-00-GA,Water Supply and Sanitation$Water Supply$Receipts from Urban Water Supply Schemes$NULL$NULL$NULL$NULL,Water Supply and Sanitation,Water Supply,Receipts from Urban Water Supply Schemes,NULL,NULL,NULL,NULL,General Area,11.84,45.49,13.14,14.59
263,0215-01-104-0000-000-00-00-GA,"Water Supply and Sanitation$Water Supply$Fees, Fines etc.$NULL$NULL$NULL$NULL",Water Supply and Sanitation,Water Supply,"Fees, Fines etc.",NULL,NULL,NULL,NULL,General Area,31.71,64.06,35.2,39.07
264,0215-01-501-0000-000-00-00-GA,Water Supply and Sanitation$Water Supply$Services and Service Fees$Null$Null$NULL$NULL,Water Supply and Sanitation,Water Supply,Services and Service Fees,Null,Null,NULL,NULL,General Area,0.34,0.0,0.38,0.42
265,0215-01-501-0000-000-00-00-SA,Water Supply and Sanitation$Water Supply$Services and Service Fees$Null$Null$NULL$NULL,Water Supply and Sanitation,Water Supply,Services and Service Fees,Null,Null,NULL,NULL,Special Area,0.02,0.0,0.02,0.02
266,0215-01-800-0000-000-00-00-GA,Water Supply and Sanitation$Water Supply$Other Receipts$NULL$NULL$NULL$NULL,Water Supply and Sanitation,Water Supply,Other Receipts,NULL,NULL,NULL,NULL,General Area,62.14,59.72,68.98,76.56
267,0215-01-800-0000-000-00-00-SA,Water Supply and Sanitation$Water Supply$Other Receipts$NULL$NULL$NULL$NULL,Water Supply and Sanitation,Water Supply,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.06,0.04,0.07,0.07
268,0215-02-501-0000-000-00-00-GA,Water Supply and Sanitation$Sewerage and Sanitation$Services and Service Fees$NULL$NULL$NULL$NULL,Water Supply and Sanitation,Sewerage and Sanitation,Services and Service Fees,NULL,NULL,NULL,NULL,General Area,0.0,0.82,0.0,0.0
269,0215-02-800-0000-000-00-00-GA,Water Supply and Sanitation$Sewerage and Sanitation$Other Receipts$NULL$NULL$NULL$NULL,Water Supply and Sanitation,Sewerage and Sanitation,Other Receipts,NULL,NULL,NULL,NULL,General Area,3.31,1.47,3.67,4.08
270,0216-01-106-0000-000-00-00-GA,Housing$Govt. Residential Building$General Pool Accomodation$NULL$NULL$NULL$NULL,Housing,Govt. Residential Building,General Pool Accomodation,NULL,NULL,NULL,NULL,General Area,38.67,61.56,42.92,47.65
271,0216-01-106-0000-000-00-00-SA,Housing$Govt. Residential Building$General Pool Accomodation$NULL$NULL$NULL$NULL,Housing,Govt. Residential Building,General Pool Accomodation,NULL,NULL,NULL,NULL,Special Area,47.58,56.72,52.81,58.62
272,0216-01-107-0000-000-00-00-GA,Housing$Govt. Residential Building$Police Housing$NULL$NULL$NULL$NULL,Housing,Govt. Residential Building,Police Housing,NULL,NULL,NULL,NULL,General Area,53.13,71.35,58.97,65.46
273,0216-01-107-0000-000-00-00-SA,Housing$Govt. Residential Building$Police Housing$NULL$NULL$NULL$NULL,Housing,Govt. Residential Building,Police Housing,NULL,NULL,NULL,NULL,Special Area,0.51,0.17,0.57,0.63
274,0216-01-700-0000-000-00-00-GA,Housing$Govt. Residential Building$Other Housing$NULL$NULL$NULL$NULL,Housing,Govt. Residential Building,Other Housing,NULL,NULL,NULL,NULL,General Area,181.51,254.08,201.48,223.64
275,0216-01-700-0000-000-00-00-SA,Housing$Govt. Residential Building$Other Housing$NULL$NULL$NULL$NULL,Housing,Govt. Residential Building,Other Housing,NULL,NULL,NULL,NULL,Special Area,2.41,2.35,2.68,2.97
276,0216-02-800-0000-000-00-00-GA,Housing$Urban Housing$Other Receipts$NULL$NULL$NULL$NULL,Housing,Urban Housing,Other Receipts,NULL,NULL,NULL,NULL,General Area,115.06,230.23,127.72,141.77
277,0216-02-800-0000-000-00-00-SA,Housing$Urban Housing$Other Receipts$NULL$NULL$NULL$NULL,Housing,Urban Housing,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.45,0.26,0.5,0.55
278,0216-03-800-0000-000-00-00-GA,Housing$Rural Housing$Other Receipts$NULL$NULL$NULL$NULL,Housing,Rural Housing,Other Receipts,NULL,NULL,NULL,NULL,General Area,0.01,0.0,0.01,0.01
279,0216-80-800-0000-000-00-00-GA,Housing$General$Other Receipts$NULL$NULL$NULL$NULL,Housing,General,Other Receipts,NULL,NULL,NULL,NULL,General Area,45.94,21.48,50.99,56.6
280,0217-60-800-0000-000-00-00-GA,Urban Development$Other Urban Development Schemes$Other Receipts$NULL$NULL$NULL$NULL,Urban Development,Other Urban Development Schemes,Other Receipts,NULL,NULL,NULL,NULL,General Area,0.0,1.79,0.0,0.0
281,0220-01-102-0000-000-00-00-GA,Information and Publicity$Films$Receipts from Departmentally produced films$NULL$NULL$NULL$NULL,Information and Publicity,Films,Receipts from Departmentally produced films,NULL,NULL,NULL,NULL,General Area,0.37,0.24,0.41,0.46
282,0220-01-800-0000-000-00-00-GA,Information and Publicity$Films$Other Receipts$NULL$NULL$NULL$NULL,Information and Publicity,Films,Other Receipts,NULL,NULL,NULL,NULL,General Area,0.2,0.48,0.22,0.25
283,0220-60-106-0000-000-00-00-GA,Information and Publicity$Others$Receipts from Advertising and Visual Publicity$NULL$NULL$NULL$NULL,Information and Publicity,Others,Receipts from Advertising and Visual Publicity,NULL,NULL,NULL,NULL,General Area,0.05,0.11,0.06,0.06
284,0220-60-800-0000-000-00-00-GA,Information and Publicity$Others$Other Receipts$NULL$NULL$NULL$NULL,Information and Publicity,Others,Other Receipts,NULL,NULL,NULL,NULL,General Area,0.65,3.19,0.72,0.8
285,0230-00-101-0000-000-00-00-GA,Labour and Employment$NULL$Receipts Under Labour Laws$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Receipts Under Labour Laws,NULL,NULL,NULL,NULL,General Area,375.96,186.8,417.32,463.22
286,0230-00-101-0000-000-00-00-SA,Labour and Employment$NULL$Receipts Under Labour Laws$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Receipts Under Labour Laws,NULL,NULL,NULL,NULL,Special Area,33.95,916.21,37.68,41.83
287,0230-00-102-0000-000-00-00-GA,Labour and Employment$NULL$Fees for Registration of Trade Unions$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Fees for Registration of Trade Unions,NULL,NULL,NULL,NULL,General Area,23.55,16.06,26.14,29.02
288,0230-00-102-0000-000-00-00-SA,Labour and Employment$NULL$Fees for Registration of Trade Unions$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Fees for Registration of Trade Unions,NULL,NULL,NULL,NULL,Special Area,0.25,0.87,0.28,0.31
289,0230-00-103-0000-000-00-00-GA,Labour and Employment$NULL$Fees for Inspection of Steam Boilers$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Fees for Inspection of Steam Boilers,NULL,NULL,NULL,NULL,General Area,29.16,23.98,32.37,35.93
290,0230-00-103-0000-000-00-00-SA,Labour and Employment$NULL$Fees for Inspection of Steam Boilers$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Fees for Inspection of Steam Boilers,NULL,NULL,NULL,NULL,Special Area,0.0,0.15,0.0,0.0
291,0230-00-104-0000-000-00-00-GA,Labour and Employment$NULL$Fees under the Factory Act$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Fees under the Factory Act,NULL,NULL,NULL,NULL,General Area,289.16,147.42,320.97,356.27
292,0230-00-104-0000-000-00-00-SA,Labour and Employment$NULL$Fees under the Factory Act$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Fees under the Factory Act,NULL,NULL,NULL,NULL,Special Area,0.24,0.38,0.27,0.3
293,0230-00-106-0000-000-00-00-GA,Labour and Employment$NULL$Fees under Contract Labour (Regulation and Abolition Rules)$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Fees under Contract Labour (Regulation and Abolition Rules),NULL,NULL,NULL,NULL,General Area,43.23,20.34,47.99,53.26
294,0230-00-800-0000-000-00-00-GA,Labour and Employment$NULL$Other Receipts$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,126.47,239.81,140.38,155.82
295,0230-00-800-0000-000-00-00-SA,Labour and Employment$NULL$Other Receipts$NULL$NULL$NULL$NULL,Labour and Employment,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,47.49,7.15,52.71,58.51
296,0235-01-102-0000-000-00-00-GA,Social Security and Welfare$Rehabilitation$Relief and Rehabilitation of Displaced persons and Repatriates$NULL$NULL$NULL$NULL,Social Security and Welfare,Rehabilitation,Relief and Rehabilitation of Displaced persons and Repatriates,NULL,NULL,NULL,NULL,General Area,0.0,0.13,0.0,0.0
297,0235-01-800-0000-000-00-00-GA,Social Security and Welfare$Rehabilitation$Other Receipts$NULL$NULL$NULL$NULL,Social Security and Welfare,Rehabilitation,Other Receipts,NULL,NULL,NULL,NULL,General Area,1.87,82.62,2.08,2.3
298,0235-60-800-0000-000-00-00-GA,Social Security and Welfare$Other Social Security and Welfare Programme$Other Receipts$NULL$NULL$NULL$NULL,Social Security and Welfare,Other Social Security and Welfare Programme,Other Receipts,NULL,NULL,NULL,NULL,General Area,73.63,2826.61,81.73,90.72
299,0250-00-800-0000-000-00-00-GA,Other Social Service$NULL$Other Receipts$NULL$NULL$NULL$NULL,Other Social Service,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,0.03,0.38,0.03,0.04
300,0401-00-103-0000-000-00-00-GA,Crop Husbandry$NULL$Seeds$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Seeds,NULL,NULL,NULL,NULL,General Area,3.5,6.93,3.89,4.31
301,0401-00-104-0000-000-00-00-GA,Crop Husbandry$NULL$Receipts from Agriculture Farms$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Receipts from Agriculture Farms,NULL,NULL,NULL,NULL,General Area,2.5,4.48,2.78,3.08
302,0401-00-104-0000-000-00-00-SA,Crop Husbandry$NULL$Receipts from Agriculture Farms$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Receipts from Agriculture Farms,NULL,NULL,NULL,NULL,Special Area,5.92,8.82,6.57,7.29
303,0401-00-105-0000-000-00-00-GA,Crop Husbandry$NULL$Sale of Manure and Fertilisers$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Sale of Manure and Fertilisers,NULL,NULL,NULL,NULL,General Area,5.81,3.27,6.45,7.16
304,0401-00-105-0000-000-00-00-SA,Crop Husbandry$NULL$Sale of Manure and Fertilisers$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Sale of Manure and Fertilisers,NULL,NULL,NULL,NULL,Special Area,0.11,0.01,0.12,0.14
305,0401-00-107-0000-000-00-00-GA,Crop Husbandry$NULL$Receipts from Plant Protection Services$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Receipts from Plant Protection Services,NULL,NULL,NULL,NULL,General Area,24.59,10.53,27.29,30.3
306,0401-00-108-0000-000-00-00-GA,Crop Husbandry$NULL$Receipts from Commercial crops$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Receipts from Commercial crops,NULL,NULL,NULL,NULL,General Area,0.0,0.66,0.0,0.0
307,0401-00-119-0000-000-00-00-GA,Crop Husbandry$NULL$Receipts from Horticulture and Vegetable Crops$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Receipts from Horticulture and Vegetable Crops,NULL,NULL,NULL,NULL,General Area,1.47,1.3,1.63,1.81
308,0401-00-120-0000-000-00-00-GA,"Crop Husbandry$NULL$Sale, Hire and Services of Agricultural Implements and Machinery Including Tractors$NULL$NULL$NULL$NULL",Crop Husbandry,NULL,"Sale, Hire and Services of Agricultural Implements and Machinery Including Tractors",NULL,NULL,NULL,NULL,General Area,0.05,0.89,0.06,0.06
309,0401-00-120-0000-000-00-00-SA,"Crop Husbandry$NULL$Sale, Hire and Services of Agricultural Implements and Machinery Including Tractors$NULL$NULL$NULL$NULL",Crop Husbandry,NULL,"Sale, Hire and Services of Agricultural Implements and Machinery Including Tractors",NULL,NULL,NULL,NULL,Special Area,11.3,1.3,12.54,13.92
310,0401-00-800-0000-000-00-00-GA,Crop Husbandry$NULL$Other Receipts$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,16.62,252.32,18.45,20.48
311,0401-00-800-0000-000-00-00-SA,Crop Husbandry$NULL$Other Receipts$NULL$NULL$NULL$NULL,Crop Husbandry,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.06,0.26,0.07,0.07
312,0403-00-102-0000-000-00-00-GA,Animal Husbandry$NULL$Receipts from Cattles and Buffalo Development$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Receipts from Cattles and Buffalo Development,NULL,NULL,NULL,NULL,General Area,26.57,18.04,29.49,32.74
313,0403-00-102-0000-000-00-00-SA,Animal Husbandry$NULL$Receipts from Cattles and Buffalo Development$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Receipts from Cattles and Buffalo Development,NULL,NULL,NULL,NULL,Special Area,0.0,0.07,0.0,0.0
314,0403-00-103-0000-000-00-00-GA,Animal Husbandry$NULL$Receipts from Poultry Development$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Receipts from Poultry Development,NULL,NULL,NULL,NULL,General Area,6.77,10.22,7.51,8.34
315,0403-00-103-0000-000-00-00-SA,Animal Husbandry$NULL$Receipts from Poultry Development$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Receipts from Poultry Development,NULL,NULL,NULL,NULL,Special Area,10.76,0.07,11.94,13.26
316,0403-00-105-0000-000-00-00-GA,Animal Husbandry$NULL$Receipts from Piggery Development$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Receipts from Piggery Development,NULL,NULL,NULL,NULL,General Area,2.97,3.64,3.3,3.66
317,0403-00-105-0000-000-00-00-SA,Animal Husbandry$NULL$Receipts from Piggery Development$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Receipts from Piggery Development,NULL,NULL,NULL,NULL,Special Area,0.26,0.0,0.29,0.32
